book_id;title;author;ara;year_published;num_pages;publisher;genre
742508803;Growing Up Untouchable in India: A Dalit Autobiography;Vasant Moon;chi;2000;224;Rowman & Littlefield Publishers;Mystery
195171713;The Book of Evidence;Peter Achinstein;ban;2003;304;Oxford University Press;Horror
205358624;The Evidence-Based Social Work Skills Book;Barry R. Cournoyer;eng;2003;216;Pearson;Biography
1557344035;"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom";John Carratello;hin;1991;48;Teacher Created Resources;Romance
380720442;Wrinkles in Time;George Smoot;ban;1994;360;Harper Perennial;Poetry
821925326;A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1);Madeleine L'Engle;eng;2002;250;EMC/Paradigm Publishing;Mystery
439271690;Literature Circle Guide: A Wrinkle in Time;Tara MacCarthy;ara;2002;32;Teaching Resources;Horror
2266081594;Un raccourci dans le temps;Madeleine L'Engle;rus;1997;254;Pocket;Biography
738817538;Empress in the Wrinkle of Time: The Knight-King Chronicle;Valerie Metcalf Estoye;por;2000;508;Xlibris Corporation;Romance
1566440114;A Wrinkle in Time: L-I-T Guide;Charlotte S. Jaffe;jap;1997;40;Educational Impressions;Poetry
1561371181;A Wrinkle in Time: Teacher Guide;Anne Troy;fre;1998;32;Novel Units;Mystery
606105263;Una arruga en el tiempo – A Wrinkle in Time;Madeleine L'Engle;chi;1984;205;Turtleback Books;Horror
751506435;The Long Shadow (The Morland Dynasty, #6);Cynthia Harrod-Eagles;ban;1994;367;Little, Brown Book Group;Biography
60786710;A Long Shadow (Inspector Ian Rutledge, #8);Charles Todd;eng;2006;352;William Morrow;Romance
742548686;Vicksburg's Long Shadow: The Civil War Legacy of Race and Remembrance;Christopher Waldrep;hin;2005;344;Rowman & Littlefield Publishers;Poetry
743499344;Long Way Round: Chasing Shadows Across the World;Ewan McGregor;ban;2005;320;Atria Books;Mystery
765313405;A Shadow in Summer (Long Price Quartet, #1);Daniel Abraham;eng;2006;331;Tor Books;Horror
1400032490;New Hope for the Dead (Hoke Mosely #2);Charles Willeford;ara;2004;244;Vintage Crime/Black Lizard;Biography
1400032482;Sideswipe: A Hoke Moseley Novel;Charles Willeford;rus;2005;215;Vintage Crime/Black Lizard;Romance
1400032504;The Way We Die Now;Charles Willeford;por;2005;256;Vintage Crime/Black Lizard;Poetry
1400032466;Miami Blues (Hoke Moseley #1);Charles Willeford;jap;2004;191;Vintage Crime/Black Lizard;Mystery
1842430017;The Woman Chaser;Charles Willeford;fre;1960;192;Newstand Library;Horror
1568582102;The Machine in Ward Eleven;Charles Willeford;chi;2001;160;Thunder's Mouth Press;Biography
1400032474;Wild Wives;Charles Willeford;ban;2009;102;Vintage Crime/Black Lizard;Romance
1400032512;The Shark-Infested Custard;Charles Willeford;eng;2005;272;Vintage Crime/Black Lizard;Poetry
1930997353;The Black Mass of Brother Springer;Charles Willeford;hin;2003;208;Wit's End Books;Mystery
896724409;Comedy after Postmodernism: Rereading Comedy from Edward Lear to Charles Willeford;Kirby Olson;ban;2001;184;Texas Tech University Press;Horror
1596542225;Cockfighter;Charles Willeford;eng;2005;200;Blackmask.com;Biography
345349474;Sideswipe (Hoke Moseley, #3);Charles Willeford;ara;1988;279;Ballantine Books;Romance
679732527;The Burnt Orange Heresy (Vintage Crime/Black Lizard);Charles Willeford;rus;1990;144;Vintage;Tragedy
312424442;I am Charlotte Simmons;Tom Wolfe;por;2005;738;Picador USA;New Adult
142002275;The Complete Verse and Other Nonsense;Edward Lear;jap;2002;624;Penguin Books;New Adult
891900900;The Complete Nonsense of Edward Lear;Edward Lear;fre;1940;287;Amereon Limited;New Adult
806930772;Poetry for Young People: Edward Lear;Edward Lear;chi;2001;48;Sterling;New Adult
60281138;An Edward Lear Alphabet;Edward Lear;ban;1999;32;HarperCollins Publishers;New Adult
439660564;A Was Once an Apple Pie;Edward Lear;eng;2005;32;Orchard Books;New Adult
698113675;The Owl and the Pussycat;Edward Lear;hin;1996;32;Puffin Books;New Adult
246128828;The Pobble Who Has No Toes (Edward Lear's Little Books of Nonsense);Edward Lear;ban;1986;24;HarperCollins Publishers;New Adult
140366601;The Puffin Book of Nonsense Verse;Quentin Blake;eng;1996;287;Puffin;New Adult
811201120;Henry Miller on Writing;Henry Miller;ara;1964;217;New Directions Publishing;New Adult
811201090;The Colossus of Maroussi;Henry Miller;rus;1975;244;New Directions;New Adult
802130160;Quiet Days in Clichy;Henry Miller;por;1994;154;Grove Press;Poetry
811201074;Big Sur and the Oranges of Hieronymus Bosch;Henry Miller;jap;1957;400;New Directions;Mystery
802131786;Tropic of Cancer;Henry Miller;fre;1994;318;Grove Press;Horror
802151825;Tropic of Capricorn;Henry Miller;chi;1994;348;Grove Press;Biography
802151787;Nexus (The Rosy Crucifixion, #3);Henry Miller;ban;1994;316;Grove Press;Romance
802151809;Sexus (The Rosy Crucifixion, #1);Henry Miller;eng;1994;506;Grove Press;Poetry
811201066;The Air-Conditioned Nightmare;Henry Miller;hin;1970;292;New Directions;Mystery
811201155;The Time of the Assassins:  a Study of Rimbaud;Henry Miller;ban;1962;160;New Directions;Horror
750636327;Public Places-Urban Spaces: The Dimensions of Urban Design;Matthew Carmona;eng;2003;320;Architectural Press;Biography
29119405;Behavior in Public Places;Erving Goffman;ara;1966;248;Free Press;Romance
1592284159;Haunted Places in America: A Guide to Spooked and Spooky Public Places in the United States;Charles A. Coulombe;rus;2004;288;Lyons Press;Poetry
571211194;Public Places: My Life in the Theater, with Peter O'Toole and Beyond;Sian Phillips;por;2004;441;Faber & Faber;Mystery
520245237;Together Alone: Personal Relationships in Public Places;Calvin Morrill;jap;2005;320;University of California Press;Poetry
826330045;Squares: A Public Place Design Guide for Urbanists;Mark C. Childs;fre;2006;208;University of New Mexico Press;Mystery
687495679;Just in Time! Pastoral Prayers in Public Places;F. Belton Joyner Jr.;chi;2006;80;Abingdon Press;Horror
1580086802;Pike Place Public Market Seafood Cookbook;Braiden Rex-Johnson;ban;2005;129;Ten Speed Press;Biography
950678384;Art for Public Places: Critical Essays;Malcolm Miles;eng;1989;244;Winchester School of Arts Press;Romance
141439637;The Portrait of a Lady;Henry James;hin;2003;797;Penguin Classics;Poetry
1882670965;Portrait of the Blue Lady: The Character of Melancholy;Lyn Cowan;ban;2004;314;Spring Journal, Inc;Poetry
521345081;New Essays on 'The Portrait of a Lady';Joel Porte;eng;1990;178;Cambridge University Press;Mystery
1571290532;Writing;Marguerite Duras;ara;1999;91;Brookline Books;Horror
1565842219;The War;Marguerite Duras;rus;1994;192;The New Press;Biography
939616050;Craniosacral Therapy II: Beyond the Dura;John E. Upledger;por;1990;259;Eastland Press;Romance
394743040;The Ravishing of Lol Stein;Marguerite Duras;jap;1986;181;Pantheon;Poetry
806504102;A Treasury of Kahlil Gibran;Kahlil Gibran;fre;1976;456;Citadel Press;Mystery
1851681825;Love Letters;Kahlil Gibran;chi;1999;178;One World (UK);Horror
679440674;The Prophet;Kahlil Gibran;ban;1995;128;Knopf;Biography
1566562490;Kahlil Gibran: His Life and World;Jean Gibran;eng;1998;464;Interlink Publishing Group;Romance
140195530;The Beloved: Reflections on the Path of the Heart;Kahlil Gibran;hin;1998;102;Penguin Books;Poetry
394431243;Jesus the Son of Man;Kahlil Gibran;ban;1995;216;Knopf;Mystery
806501901;The Broken Wings;Kahlil Gibran;eng;2003;132;Citadel;Children Fiction
679439200;Sand and Foam;Kahlil Gibran;ara;2011;100;Knopf;Children Fiction
753453800;Treasure Island;Robert Louis Stevenson;rus;2001;311;Kingfisher;Children Fiction
1577658051;Treasure Island (Great Illustrated Classics);Deidre S. Laiken;por;2006;232;Abdo Publishing Company;Children Fiction
822013061;Cliffs Notes on Stevenson's Treasure Island and Kidnapped;O.L. Mishk;jap;1974;80;Cliffs Notes;Children Fiction
1410223221;George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda';David Kaufmann;fre;2005;100;University Press of the Pacific;Children Fiction
521460646;Daniel Deronda Notebooks;George Eliot;chi;1996;524;Cambridge University Press;Children Fiction
1404384618;Daniel Deronda, V1;George Eliot;ban;2003;384;IndyPublish.com;Children Fiction
789489104;Flight: 100 Years of Aviation;R.G. Grant;eng;2002;440;DK Publishing (Dorling Kindersley);Children Fiction
933121180;100 Years of Lynchings;Ralph Ginzburg;hin;1996;270;Black Classic Press;Children Fiction
590960016;If You Lived 100 Years Ago;Ann McGovern;ban;1999;80;Scholastic Paperbacks;Children Fiction
1586857614;Camp Cooking: 100 Years The National Museum of Forest Service History;National Museum of Forest Service History;eng;2004;192;Gibbs Smith;Poetry
9875570923;El Siglo del Espiritu Santo;Vinson Synan;ara;2006;559;Vida Publishers;Mystery
1886296316;The Next 100 Years: Predictions to the Nations and the Church of the 21st Century;Dennis Cramer;rus;2004;133;Arrow Publications;Horror
786853808;Disney;Dave   Smith;por;2003;224;Disney Editions;Biography
805779892;Masterwork Studies Series: 100 Years of Solitude;Regina Janes;jap;1991;176;Twayne Publishers;Romance
785950109;Cien años de soledad;Gabriel García Márquez;fre;1990;448;French & European;Poetry
805073698;Why Zebras Don't Get Ulcers;Robert M. Sapolsky;chi;2004;560;Holt Paperbacks;Mystery
1901983854;Chess for Zebras;Jonathan Rowson;ban;2003;255;Gambit Publications;Horror
809166496;What If the Zebras Lost Their Stripes?;John Reitano;eng;1998;32;Paulist Press;Biography
394800842;On Beyond Zebra!;Dr. Seuss;hin;1955;64;Random House Books for Young Readers;Romance
1581171048;Ziggy the Zebra;Libby Ellis;ban;2000;14;Piggy Toes Press;Poetry
821778250;The Wedding Clause;Debbie Raleigh;eng;2005;256;Zebra;Mystery
60733039;The Zebra Wall;Kevin Henkes;ara;2005;147;Greenwillow Books;Horror
1402734948;"""A"" Is for Zebra";Mark Shulman;rus;2006;32;Sterling;Biography
1563979802;Lots and Lots of Zebra Stripes;Stephen R. Swinburne;por;2002;32;Boyds Mills Press;Romance
8432216062;El perfume: Historia de un asesino;Patrick Süskind;jap;2002;239;Booket;Poetry
882669850;Perfumes, Splashes  Colognes: Discovering and Crafting Your Personal Fragrances;Nancy M. Booth;fre;1997;176;Storey Publishing, LLC;Mystery
1574325027;Wonderful World of Collecting Perfume Bottles: Identification & Value Guide;Jane Flanagan;chi;2006;176;Collector Books;Horror
1586857380;Scents & Sensibilities: Creating Solid Perfumes for Well-Being;Mandy Aftel;ban;2005;96;Gibbs Smith;Biography
345413997;The Door Into Summer;Robert A. Heinlein;eng;1997;304;Del Rey;Children Fiction
441788386;Stranger in a Strange Land;Robert A. Heinlein;hin;1991;528;Ace;Tragedy
441748600;To Sail Beyond the Sunset;Robert A. Heinlein;ban;1988;434;Ace Books;Children Fiction
345316509;Job: A Comedy of Justice;Robert A. Heinlein;eng;1985;439;Del Rey;Tragedy
765314932;Time for the Stars (Heinlein's Juveniles, #10);Robert A. Heinlein;ara;2006;256;Tor Books;Children Fiction
671742515;The Long Dark Tea-Time of the Soul (Dirk Gently, #2);Douglas Adams;rus;1991;307;Pocket Books;Tragedy
345368436;Douglas Adams's Starship Titanic;Terry Jones;por;1998;256;Ballantine Books;Children Fiction
159777006X;The Salmon of Doubt: Hitchhiking the Galaxy One Last Time;Douglas Adams;jap;2006;7;Phoenix Audio;Tragedy
1891867717;Salmon Doubts;Adam Sacks;fre;2004;128;Alternative Comics;Children Fiction
1417622857;Salmon of Doubt: Hitchhiking the Galaxy One Last Time;Douglas Adams;chi;2003;336;Turtleback Books;Tragedy
1557344310;A Guide for Using the Phantom Tollbooth in the Classroom;Kathleen L. Bulloch;ban;1994;48;Teacher Created Resources;Children Fiction
793565561;A Colorful Symphony: Full Score;Robert Xavier Rodríguez;eng;1997;68;G. Schirmer, Inc.;Tragedy
573650969;The Phantom Tollbooth: A Children's Play in Two Acts;Susan Nanus;hin;2011;72;Samuel French, Inc.;Children Fiction
691122946;On Bullshit;Harry G. Frankfurt;ban;2005;67;Princeton University Press;Tragedy
393329402;Another Bullshit Night in Suck City;Nick Flynn;eng;2005;347;W. W. Norton & Company;Children Fiction
60734795;100 Bullshit Jobs...And How to Get Them;Stanley Bing;ara;2006;320;Harper Business;Tragedy
452287332;The Business of Bullshit;Graham Edmonds;rus;2006;193;Plume;Children Fiction
1419624610;Bullshit Artist: The 9/11 Leadership Myth;Ron Schalow;por;2006;326;Booksurge Publishing;Tragedy
1400081041;Your Call Is Important to Us: The Truth About Bullshit;Laura Penny;jap;2006;272;Broadway Books;Children Fiction
1424124255;Bullets, Badges, and Bullshit;Phil T. O'Brien;fre;2006;444;PublishAmerica;Tragedy
1597775320;Hello, Lied the Agent: And Other Bullshit You Hear as a Hollywood TV Writer;Ian Gurvitz;chi;2006;342;Phoenix Books and Audio;Poetry
671867423;Lincoln at Gettysburg: The Words That Remade America;Garry Wills;ban;1993;317;Simon & Schuster;Mystery
844400181;Lincoln's Gettysburg Address in Translation;Abraham Lincoln;eng;1972;36;Library of Congress;Horror
395883970;The Gettysburg Address;Abraham Lincoln;hin;1998;32;HMH Books for Young Readers;Biography
766022536;The Battle of Gettysburg and Lincoln's Gettyburg Address;Carin T. Ford;ban;2004;48;Enslow Elementary;Poetry
684848155;Underworld;Don DeLillo;eng;1998;827;Scribner;Mystery
140156046;Libra;Don DeLillo;eng;1991;480;Penguin;Horror
140119485;Americana;Don DeLillo;ara;1989;377;Penguin Books;Biography
679722947;Running Dog;Don DeLillo;rus;1989;256;Vintage Contemporaries;Poetry
679722920;Ratner's Star;Don DeLillo;por;1989;448;Vintage;Mystery
743244257;Cosmopolis;Don DeLillo;jap;2004;224;Scribner;Horror
140179178;Great Jones Street;Don DeLillo;fre;1994;272;Penguin Books;Biography
679722955;The Names;Don DeLillo;chi;1989;339;Vintage;Poetry
159420120X;Against the Day;Thomas Pynchon;ban;2006;1085;Penguin Press;Mystery
60930217;V.;Thomas Pynchon;eng;2005;547;Harper Perennial Modern Classics;Horror
60931671;The Crying of Lot 49;Thomas Pynchon;hin;1999;152;Harper Perennial;Biography
140283382;Gravity's Rainbow;Thomas Pynchon;ban;2000;784;Penguin Books;Poetry
312423209;Mason & Dixon;Thomas Pynchon;eng;2004;773;Picador USA;Mystery
141180633;Vineland;Thomas Pynchon;en-US;1997;385;Penguin Classics;Horror
316724432;Slow Learner: Early Stories;Thomas Pynchon;ara;1985;193;Back Bay Books;Biography
791074455;Thomas Pynchon (Bloom's Modern Critical Views);Harold Bloom;rus;2003;322;Chelsea House Publications;Poetry
140189300;Been Down So Long It Looks Like Up To Me;Richard Fariña;por;1996;352;Penguin Classics;Mystery
1400033934;Vintage Didion;Joan Didion;jap;2004;199;Vintage Books;Horror
1400043140;The Year of Magical Thinking;Joan Didion;fre;2005;227;Knopf Publishing Group;Biography
374522219;The White Album;Joan Didion;chi;1990;222;Farrar Straus Giroux;Poetry
679754865;A Book of Common Prayer;Joan Didion;ban;1995;272;Vintage International;Mystery
679752862;Where I Was From;Joan Didion;eng;2004;240;Vintage;Horror
374521727;Slouching Towards Bethlehem;Joan Didion;hin;1990;238;Farrar Straus Giroux;Biography
679754857;Democracy;Joan Didion;ban;1995;234;Vintage International;Poetry
307264874;We Tell Ourselves Stories in Order to Live: Collected Nonfiction;Joan Didion;eng;2006;1122;Everyman's Library;Mystery
679781803;Miami;Joan Didion;;1998;240;Vintage;Horror
374529949;Play It As It Lays;Joan Didion;;2005;231;Farrar, Straus and Giroux;Biography
30554268;Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League;Cleo Birdwell;;1980;390;Holt McDougal;Poetry
143039830;The New York Trilogy;Paul Auster;;2006;308;Penguin Classics;Mystery
140097317;City of Glass (The New York Trilogy, #1);Paul Auster;ara;1987;203;Penguin Books;Horror
140097350;Ghosts (The New York Trilogy, #2);Paul Auster;rus;1987;96;Penguin Books;Poetry
940650762;The Locked Room (The New York Trilogy, #3);Paul Auster;por;1986;179;Sun and Moon Press;Mystery
595002234;New York Trilogy: New York Underground, Trapped, Love and Sex;Paul Hallasy;jap;2000;156;iUniverse;Horror
575074949;New York Dreams (Virex Trilogy, #3);Eric Brown;fre;2004;336;Gollancz;Biography
963188925;Pyramids of Montauk: Explorations in Consciousness;Peter Moon;chi;1995;256;Sky Books (NY);Romance
1590521307;All My Tomorrows (The Orphan Trains Trilogy, #2);Al Lacy;ban;2003;352;Multnomah;Poetry
312426232;The Brooklyn Follies;Paul Auster;eng;2006;306;Picador;Mystery
140115854;Moon Palace;Paul Auster;hin;1990;320;Penguin Books;Horror
811215938;A Tomb for Anatole: Poetry;Stéphane Mallarmé;ban;2005;202;New Directions;Biography
140106286;The Invention of Solitude: A Memoir;Paul Auster;eng;1988;192;Penguin Books;Romance
140154078;The Music of Chance;Paul Auster;ara;1991;217;Penguin Books;Poetry
805081453;Travels in the Scriptorium;Paul Auster;rus;2007;145;Henry Holt & Company;Mystery
140097058;In the Country of Last Things;Paul Auster;por;1988;188;Penguin Books;Horror
140178139;Leviathan;Paul Auster;jap;1993;275;Penguin Books;Biography
394717481;The Random House Book of 20th Century French Poetry;Paul Auster;fre;1984;690;Vintage;Romance
805056670;Paul Auster's New York - Promo: Mak.of Amer;Paul Auster;chi;1997;97;Henry Holt & Company;Poetry
9051705441;The Inner Life of Martin Frost;Paul Auster;ban;2006;40;Purdue University Press;Mystery
879513411;Disappearances;Paul Auster;eng;1989;96;Harry N. Abrams;Horror
811214982;The Red Notebook: True Stories;Paul Auster;hin;2002;104;New Directions;Biography
1585674044;Collected Poems;Paul Auster;ban;2004;192;Harry N. Abrams;Romance
820461679;Paul Auster and Postmodern Quest: On the Road to Nowhere;Chippy M.L. Den Irvine;eng;2002;221;Peter Lang Inc., International Academic Publishers;Poetry
2742741461;Timbuktu / Leviathan / Moon Palace;Paul Auster;fre;2002;1075;Actes Sud;Mystery
9042004533;An Art of Desire: Reading Paul Auster;Bernd Herzogenrath;ara;1999;245;Brill/Rodopi;Horror
791076628;Paul Auster (Bloom's Modern Critical Views);Harold Bloom;rus;2003;254;Chelsea House Publications;Biography
140267506;The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook;Paul Auster;por;1997;368;Penguin Books;Romance
853236879;World that is the Book: Paul Auster’s Fiction;Aliki Varvogli;jap;2001;200;Liverpool University Press;Poetry
812215567;Beyond the Red Notebook;Dennis Barone;fre;1995;224;University of Pennsylvania Press;Mystery
143036556;Collapse: How Societies Choose to Fail or Succeed;Jared Diamond;chi;2005;608;Penguin Books Ltd. (London);Horror
446579785;The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel;Stephen Leeb;ban;2006;211;Business Plus;Poetry
521386730;Collapse of Complex Societies;Joseph A. Tainter;eng;1990;262;Cambridge University Press;Mystery
743203046;Bowling Alone: The Collapse and Revival of American Community;Robert D. Putnam;hin;2001;544;Simon  Schuster;Horror
