Q67,"year=2020,author=The Tempest,language=eng,title=mcgill,genre=The Tempest"
Q68,language=The Tempest
Q69,"title=2020,genre=eng,year=The Tempest,author=2020"
Q70,"language=2020,genre=The Tempest,title=The Tempest"
Q71,"language=2020,genre=mcgill"
Q72,"language=Tragedy,title=Tragedy,year=2020,genre=Tragedy,author=eng"
Q73,"genre=Tragedy,author=2020,title=2020,language=Tragedy,year=eng"
Q74,"language=The Tempest,title=eng,author=eng,genre=eng,year=Tragedy"
Q75,"title=The Tempest,year=Tragedy"
Q76,"language=Tragedy,genre=mcgill,author=The Tempest,title=Tragedy"
Q77,title=Tragedy
Q78,"year=eng,author=mcgill,language=mcgill"
Q79,title=mcgill
Q80,"author=eng,year=The Tempest,language=mcgill,title=The Tempest,genre=eng"
Q81,"author=The Tempest,genre=Tragedy,title=2020,year=The Tempest"
Q82,author=The Tempest
Q83,"language=mcgill,title=The Tempest"
Q84,"year=mcgill,title=eng,language=eng,genre=The Tempest,author=Tragedy"
Q85,"language=The Tempest,genre=eng,year=eng,title=eng"
Q86,"title=eng,year=eng,author=eng,language=mcgill,genre=mcgill"
Q87,"title=eng,genre=eng,author=2020"
Q88,"genre=mcgill,author=eng"
Q89,author=Tragedy
Q90,"language=The Tempest,author=eng"
Q91,author=Tragedy
Q92,"title=Tragedy,language=2020"
Q93,"author=2020,language=eng,genre=mcgill"
Q94,"author=mcgill,language=Tragedy,year=2020"
Q95,"year=eng,author=The Tempest,title=mcgill,language=Tragedy,genre=Tragedy"
Q96,genre=The Tempest
Q97,"language=mcgill,genre=2020,author=The Tempest,year=mcgill,title=mcgill"
Q98,"year=The Tempest,title=The Tempest,author=2020,language=The Tempest"
Q99,"author=eng,year=Tragedy,language=mcgill,title=2020"
Q100,genre=2020
Q101,"year=The Tempest,genre=The Tempest,title=2020"
Q102,"year=Tragedy,author=eng,title=eng,genre=eng,language=The Tempest"
Q103,"year=2020,title=Tragedy,language=Tragedy,author=Tragedy,genre=eng"
Q104,"title=Tragedy,genre=mcgill,author=mcgill,language=Tragedy"
Q105,"title=The Tempest,genre=The Tempest,language=eng,author=2020,year=2020"
Q106,"language=Tragedy,year=The Tempest,genre=The Tempest"
Q107,"language=mcgill,genre=The Tempest,year=mcgill"
Q108,genre=2020
Q109,"title=The Tempest,author=The Tempest,language=eng"
Q110,"author=The Tempest,genre=mcgill,title=mcgill"
Q111,"genre=Tragedy,title=mcgill,language=The Tempest"
Q112,author=eng
Q113,"language=mcgill,title=eng,year=eng,genre=The Tempest,author=The Tempest"
Q114,"year=Tragedy,author=Tragedy,title=The Tempest"
Q115,language=Tragedy
Q116,"language=The Tempest,genre=eng"
Q117,"author=eng,title=The Tempest,genre=Tragedy,year=The Tempest,language=The Tempest"
Q118,language=Tragedy
Q119,"year=eng,author=eng"
Q120,author=2020
Q121,year=mcgill
Q122,"language=The Tempest,author=Tragedy"
Q123,"year=eng,language=Tragedy,author=The Tempest,title=mcgill"
Q124,"title=eng,year=Tragedy,genre=The Tempest,author=2020,language=mcgill"
Q125,"genre=mcgill,author=eng,title=2020,year=mcgill,language=2020"
Q126,"title=mcgill,year=mcgill"
Q127,"language=2020,author=The Tempest,title=2020"
Q128,"title=2020,year=eng,genre=mcgill,author=Tragedy"
Q129,"language=mcgill,author=The Tempest,year=eng,title=Tragedy,genre=eng"
Q130,"genre=eng,author=The Tempest"
Q131,"language=The Tempest,title=Tragedy,author=eng,genre=The Tempest"
Q132,"genre=The Tempest,language=eng,author=Tragedy,title=Tragedy"
Q133,genre=mcgill
Q134,"author=Tragedy,year=The Tempest,genre=eng,title=2020,language=eng"
Q135,"title=mcgill,author=Tragedy,language=Tragedy,year=Tragedy"
Q136,"language=The Tempest,title=The Tempest,genre=eng"
Q137,year=2020
Q138,"year=mcgill,genre=mcgill,title=mcgill,author=2020"
Q139,"year=Tragedy,genre=eng"
Q140,year=The Tempest
Q141,"author=The Tempest,title=eng,language=eng,genre=2020,year=2020"
Q142,"language=Tragedy,year=eng,author=2020,title=Tragedy,genre=eng"
Q143,genre=2020
Q144,"author=mcgill,title=Tragedy,year=eng"
Q145,"author=mcgill,genre=2020,title=mcgill,language=The Tempest,year=Tragedy"
Q146,"year=Tragedy,genre=Tragedy,title=The Tempest"
Q147,"year=2020,title=mcgill,language=eng,author=Tragedy"
Q148,"year=The Tempest,genre=The Tempest,author=2020,title=The Tempest,language=eng"
Q149,"title=eng,author=The Tempest,language=mcgill"
Q150,"genre=2020,language=The Tempest"
Q151,"genre=mcgill,author=Tragedy"
Q152,"genre=Tragedy,author=mcgill,language=2020,title=eng"
Q153,author=eng
Q154,language=mcgill
Q155,"genre=The Tempest,year=2020"
Q156,language=The Tempest
Q157,genre=eng
Q158,"author=Tragedy,year=mcgill,language=eng,genre=The Tempest"
Q159,"title=Tragedy,year=2020,language=mcgill,author=The Tempest"
Q160,genre=Tragedy
Q161,title=The Tempest
Q162,year=eng
Q163,"genre=The Tempest,author=Tragedy,language=The Tempest,year=Tragedy"
Q164,author=2020
Q165,"author=mcgill,language=The Tempest,year=Tragedy,title=Tragedy,genre=mcgill"
Q166,"title=The Tempest,author=Tragedy,year=Tragedy,language=The Tempest"
Q167,"year=eng,title=2020,language=mcgill,genre=mcgill,author=2020"
Q168,year=The Tempest
Q169,"genre=2020,author=2020"
Q170,"title=2020,genre=The Tempest,language=The Tempest,author=Tragedy,year=2020"
Q171,"title=2020,author=eng,genre=Tragedy,language=Tragedy"
Q172,"author=2020,year=mcgill,language=eng,genre=2020,title=mcgill"
Q173,"language=2020,title=eng,year=Tragedy,author=mcgill,genre=2020"
Q174,"title=Tragedy,language=eng,author=Tragedy"
Q175,"title=mcgill,genre=eng,author=mcgill"
Q176,title=mcgill
Q177,"genre=Tragedy,author=Tragedy,year=The Tempest,title=Tragedy,language=Tragedy"
Q178,"author=Tragedy,title=Tragedy,year=mcgill"
Q179,"year=eng,title=mcgill,language=2020"
Q180,year=2020
Q181,"title=Tragedy,genre=Tragedy,author=The Tempest"
Q182,"language=Tragedy,author=The Tempest"
Q183,"genre=2020,title=mcgill,language=Tragedy"
Q184,genre=2020
Q185,"author=Tragedy,language=2020,title=Tragedy,genre=2020"
Q186,"year=mcgill,title=Tragedy,author=eng,language=The Tempest"
Q187,title=The Tempest
Q188,title=mcgill
Q189,"genre=2020,year=The Tempest,language=eng,author=mcgill,title=Tragedy"
Q190,year=mcgill
Q191,"language=The Tempest,title=eng,author=Tragedy,genre=The Tempest,year=eng"
Q192,"language=mcgill,year=The Tempest,title=mcgill"
Q193,"author=mcgill,title=2020,year=Tragedy,language=mcgill"
Q194,"year=mcgill,author=2020,title=eng,genre=mcgill"
Q195,title=2020
Q196,"genre=The Tempest,author=2020,year=mcgill"
Q197,"genre=The Tempest,language=eng,year=2020"
Q198,"language=mcgill,year=eng,author=2020,genre=Tragedy"
Q199,"title=2020,genre=The Tempest,year=eng,author=mcgill"
Q200,"year=eng,genre=mcgill,title=mcgill"
Q201,"language=The Tempest,title=2020,author=mcgill"
Q202,"language=Tragedy,title=eng,genre=mcgill,year=The Tempest"
Q203,"genre=eng,year=The Tempest,language=Tragedy"
Q204,"author=The Tempest,title=Tragedy,language=Tragedy"
Q205,"title=Tragedy,year=Tragedy,genre=Tragedy,language=Tragedy,author=Tragedy"
Q206,"author=Tragedy,language=The Tempest"
Q207,"year=2020,genre=2020,language=mcgill,title=eng"
Q208,"genre=eng,title=The Tempest,language=mcgill"
Q209,"title=eng,genre=mcgill,year=The Tempest,author=mcgill,language=2020"
Q210,title=Tragedy
Q211,"genre=eng,year=eng"
Q212,title=mcgill
Q213,"author=eng,genre=mcgill,year=eng"
Q214,"language=eng,genre=Tragedy,author=The Tempest,year=mcgill,title=Tragedy"
Q215,"genre=mcgill,language=mcgill,year=Tragedy"
Q216,title=Tragedy
Q217,"genre=mcgill,year=2020,author=2020,language=The Tempest,title=mcgill"
Q218,"author=mcgill,title=The Tempest,language=Tragedy"
Q219,"author=mcgill,language=Tragedy,title=mcgill,genre=Tragedy"
Q220,"author=The Tempest,language=mcgill,year=The Tempest,title=Tragedy"
Q221,"genre=eng,author=2020,year=Tragedy"
Q222,genre=mcgill
Q223,"genre=2020,year=2020,author=mcgill,language=eng"
Q224,"genre=2020,year=mcgill,author=2020,language=mcgill,title=Tragedy"
Q225,"year=2020,language=Tragedy,author=mcgill"
Q226,"year=2020,title=2020,language=Tragedy"
Q227,"author=mcgill,year=mcgill,title=eng"
Q228,"year=mcgill,genre=2020"
Q229,"genre=eng,year=The Tempest"
Q230,title=2020
Q231,title=mcgill
Q232,"year=The Tempest,title=Tragedy,language=mcgill"
Q233,year=mcgill
Q234,"year=mcgill,genre=2020,title=The Tempest"
Q235,title=eng
Q236,author=2020
Q237,"year=eng,language=Tragedy,genre=The Tempest,title=Tragedy,author=2020"
Q238,"title=mcgill,year=Tragedy"
Q239,"language=2020,title=Tragedy"
Q240,"title=eng,author=2020,year=2020"
Q241,"author=Tragedy,title=mcgill"
Q242,"language=Tragedy,year=2020,title=eng,author=The Tempest"
Q243,title=eng
Q244,author=2020
Q245,year=eng
Q246,author=Tragedy
Q247,title=eng
Q248,"author=eng,title=eng,year=Tragedy,language=The Tempest"
Q249,"author=The Tempest,language=Tragedy,genre=Tragedy"
Q250,year=Tragedy
Q251,"title=eng,language=2020,genre=mcgill"
Q252,"language=2020,author=mcgill"
Q253,"author=Tragedy,genre=mcgill,year=2020,title=eng,language=mcgill"
Q254,"year=Tragedy,genre=2020"
Q255,"language=eng,title=mcgill"
Q256,"year=Tragedy,author=2020,title=eng"
Q257,"author=Tragedy,genre=Tragedy"
Q258,"author=eng,title=mcgill,year=eng,language=2020"
Q259,"language=The Tempest,author=mcgill"
Q260,"title=eng,year=eng"
Q261,"year=The Tempest,title=2020,author=mcgill"
Q262,"author=eng,genre=mcgill,language=The Tempest"
Q263,"language=Tragedy,author=2020,title=2020"
Q264,"language=Tragedy,genre=2020,title=The Tempest,year=2020"
Q265,"genre=mcgill,author=2020"
Q266,"genre=2020,language=2020,title=mcgill"
Q267,genre=2020
Q268,"language=Tragedy,year=Tragedy"
Q269,"title=2020,language=eng"
Q270,language=Tragedy
Q271,"title=eng,author=eng"
Q272,"author=The Tempest,language=2020,year=Tragedy"
Q273,"language=The Tempest,genre=Tragedy,author=The Tempest,year=Tragedy"
Q274,"title=The Tempest,genre=2020,language=2020,author=Tragedy,year=Tragedy"
Q275,title=2020
Q276,genre=eng
Q277,"year=2020,genre=mcgill,title=eng,author=The Tempest"
Q278,"genre=The Tempest,year=2020,title=Tragedy,language=The Tempest"
Q279,"genre=The Tempest,author=Tragedy,title=eng,language=2020,year=mcgill"
Q280,language=mcgill
Q281,language=The Tempest
Q282,"year=2020,language=mcgill,title=mcgill,author=eng"
Q283,genre=Tragedy
Q284,"author=mcgill,genre=Tragedy"
Q285,"language=Tragedy,year=Tragedy,title=Tragedy,genre=Tragedy"
Q286,"title=mcgill,author=The Tempest"
Q287,author=eng
Q288,"language=mcgill,author=2020,genre=eng,year=Tragedy"
Q289,"genre=eng,language=The Tempest,author=mcgill,year=eng"
Q290,"language=Tragedy,genre=2020"
Q291,author=mcgill
Q292,"genre=2020,year=The Tempest,language=eng,title=Tragedy,author=The Tempest"
Q293,author=The Tempest
Q294,"author=2020,title=eng"
Q295,"language=eng,year=mcgill,genre=2020,title=2020"
Q296,"author=Tragedy,language=mcgill,year=mcgill,genre=eng"
Q297,"language=eng,genre=eng,title=eng,author=Tragedy,year=eng"
Q298,"genre=eng,author=2020,language=eng,title=Tragedy,year=The Tempest"
Q299,"title=eng,year=mcgill,genre=mcgill"
Q300,title=eng
Q301,"year=The Tempest,author=The Tempest,language=The Tempest,genre=mcgill,title=eng"
Q302,"author=mcgill,language=Tragedy,year=eng,genre=Tragedy,title=eng"
Q303,"author=mcgill,language=Tragedy,year=eng,title=The Tempest,genre=2020"
Q304,"title=The Tempest,year=2020,language=eng,author=The Tempest,genre=2020"
Q305,author=The Tempest
Q306,"year=2020,language=mcgill,title=eng"
Q307,"genre=Tragedy,year=eng,title=2020,language=2020"
Q308,"author=eng,language=mcgill,year=mcgill,genre=eng,title=Tragedy"
Q309,"genre=2020,title=mcgill"
Q310,genre=mcgill
Q311,"year=The Tempest,author=mcgill,genre=Tragedy,language=2020"
Q312,"year=2020,genre=mcgill,language=The Tempest,author=eng"
Q313,"title=The Tempest,language=2020"
Q314,"year=2020,title=2020,author=The Tempest"
Q315,"genre=2020,language=The Tempest,title=2020,year=2020"
Q316,"author=2020,language=2020,title=The Tempest,year=2020,genre=Tragedy"
Q317,"author=2020,year=2020,genre=2020,title=2020,language=2020"
Q318,"genre=mcgill,title=mcgill,year=The Tempest,language=Tragedy,author=Tragedy"
Q319,"author=2020,genre=2020"
Q320,"title=mcgill,year=eng,author=2020"
Q321,"title=2020,author=Tragedy,genre=The Tempest,year=mcgill,language=Tragedy"
Q322,"author=mcgill,language=Tragedy,genre=Tragedy,title=Tragedy,year=mcgill"
Q323,"language=The Tempest,genre=2020,year=eng"
Q324,"language=mcgill,genre=2020"
Q325,language=mcgill
Q326,"language=2020,year=The Tempest,author=mcgill,genre=mcgill"
Q327,year=2020
Q328,"language=Tragedy,genre=mcgill"
Q329,"language=eng,title=mcgill,author=The Tempest,year=eng"
Q330,"author=eng,language=mcgill"
Q331,"language=The Tempest,genre=eng,author=eng,title=eng,year=eng"
Q332,"year=eng,genre=The Tempest"
Q333,"author=mcgill,genre=eng"
Q334,"genre=eng,year=Tragedy,title=eng"
Q335,"year=2020,author=The Tempest,language=2020,title=The Tempest,genre=Tragedy"
Q336,"author=mcgill,genre=The Tempest"
Q337,genre=2020
Q338,"genre=eng,year=The Tempest,language=2020"
Q339,"language=mcgill,author=eng,year=Tragedy"
Q340,"language=mcgill,genre=eng,year=mcgill,author=Tragedy"
Q341,author=2020
Q342,year=Tragedy
Q343,"genre=mcgill,year=eng"
Q344,"year=eng,author=2020,genre=The Tempest,title=Tragedy,language=eng"
Q345,year=mcgill
Q346,"language=Tragedy,title=The Tempest,genre=The Tempest"
Q347,"title=The Tempest,genre=The Tempest"
Q348,"year=mcgill,title=eng,author=2020,genre=eng,language=The Tempest"
Q349,"author=mcgill,genre=2020,language=eng,year=Tragedy,title=eng"
Q350,"language=2020,genre=Tragedy,author=eng,year=eng"
Q351,"author=2020,year=2020"
Q352,"title=2020,year=mcgill,genre=The Tempest"
Q353,"year=Tragedy,language=eng,genre=The Tempest,author=eng,title=eng"
Q354,"language=eng,year=2020"
Q355,"year=2020,author=The Tempest,title=Tragedy,genre=eng"
Q356,"year=The Tempest,language=2020"
Q357,"language=Tragedy,genre=2020,author=2020,title=The Tempest"
Q358,"year=2020,genre=Tragedy,author=2020"
Q359,"year=Tragedy,title=2020"
Q360,genre=eng
Q361,"author=2020,year=Tragedy"
Q362,genre=eng
Q363,genre=The Tempest
Q364,genre=eng
Q365,"language=2020,author=2020"
Q366,"genre=The Tempest,author=Tragedy"
Q367,"author=mcgill,title=2020"
Q368,"language=mcgill,title=The Tempest"
Q369,year=The Tempest
Q370,"year=The Tempest,genre=eng,title=Tragedy,author=2020"
Q371,year=eng
Q372,"genre=mcgill,title=mcgill"
Q373,"year=mcgill,language=2020,title=The Tempest"
Q374,"genre=2020,year=Tragedy,author=The Tempest,title=2020,language=2020"
Q375,"title=eng,author=Tragedy,genre=Tragedy,year=2020"
Q376,"language=2020,genre=eng,year=mcgill,author=mcgill"
Q377,"title=mcgill,year=Tragedy"
Q378,"author=Tragedy,language=The Tempest,year=The Tempest,title=eng"
Q379,"year=2020,author=2020"
Q380,"language=2020,genre=mcgill,year=mcgill,author=The Tempest"
Q381,"author=The Tempest,title=The Tempest,genre=2020,language=Tragedy"
Q382,genre=eng
Q383,"language=Tragedy,author=mcgill,genre=mcgill"
Q384,"genre=Tragedy,title=mcgill,author=2020"
Q385,"author=eng,year=Tragedy,title=eng"
Q386,"author=Tragedy,language=2020"
Q387,"title=The Tempest,language=mcgill"
Q388,"year=mcgill,author=2020"
Q389,"genre=Tragedy,author=Tragedy,year=Tragedy,title=2020,language=Tragedy"
Q390,"author=eng,year=The Tempest"
Q391,"genre=eng,title=2020,language=2020"
Q392,"year=2020,genre=eng,author=2020"
Q393,"author=The Tempest,language=mcgill,genre=2020"
Q394,"year=eng,title=The Tempest,language=eng,author=eng,genre=Tragedy"
Q395,author=Tragedy
Q396,title=eng
Q397,"genre=Tragedy,year=Tragedy"
Q398,"language=The Tempest,title=2020,year=The Tempest,author=mcgill"
Q399,"title=The Tempest,genre=2020,year=Tragedy"
Q400,"language=eng,title=mcgill"
Q401,"title=The Tempest,author=2020,year=mcgill,language=2020"
Q402,"language=The Tempest,genre=Tragedy"
Q403,"year=Tragedy,language=2020,genre=Tragedy,author=The Tempest,title=Tragedy"
Q404,"language=eng,author=eng,genre=The Tempest,year=Tragedy,title=Tragedy"
Q405,genre=Tragedy
Q406,"author=2020,title=2020"
Q407,"author=The Tempest,genre=2020,language=eng,year=eng"
Q408,"genre=2020,year=eng"
Q409,"genre=eng,author=mcgill,language=Tragedy,year=mcgill"
Q410,"title=The Tempest,author=eng"
Q411,"year=Tragedy,title=mcgill,author=2020"
Q412,"genre=2020,year=Tragedy,author=Tragedy"
Q413,"year=mcgill,genre=mcgill"
Q414,"language=mcgill,genre=eng,author=2020,year=mcgill"
Q415,year=The Tempest
Q416,"year=The Tempest,title=eng,author=The Tempest,genre=mcgill,language=Tragedy"
Q417,"title=2020,author=mcgill"
Q418,"author=mcgill,language=mcgill,genre=mcgill,year=2020,title=2020"
Q419,"author=2020,genre=Tragedy"
Q420,"language=2020,title=2020,author=eng,genre=mcgill"
Q421,"genre=eng,language=Tragedy,author=The Tempest"
Q422,"title=Tragedy,genre=eng"
Q423,author=2020
Q424,"language=Tragedy,year=Tragedy,title=eng"
Q425,"title=The Tempest,author=eng,genre=2020,year=The Tempest"
Q426,"language=2020,title=eng,year=eng,author=mcgill"
Q427,"year=mcgill,genre=The Tempest,language=The Tempest"
Q428,language=Tragedy
Q429,"year=2020,language=The Tempest,author=mcgill,genre=Tragedy,title=Tragedy"
Q430,"year=2020,genre=eng,title=eng"
Q431,"genre=The Tempest,author=2020,language=2020,year=Tragedy,title=Tragedy"
Q432,"language=mcgill,genre=2020,title=eng,author=eng,year=2020"
Q433,genre=Tragedy
Q434,"author=mcgill,title=Tragedy,genre=eng"
Q435,"language=The Tempest,genre=The Tempest,title=2020,year=eng"
Q436,"title=2020,language=The Tempest,genre=2020"
Q437,title=eng
Q438,"language=Tragedy,genre=mcgill,year=mcgill,author=The Tempest,title=The Tempest"
Q439,"genre=mcgill,title=eng,author=eng,year=mcgill,language=eng"
Q440,"year=mcgill,genre=eng,language=The Tempest,title=Tragedy"
Q441,language=Tragedy
Q442,genre=eng
Q443,"genre=mcgill,author=2020,year=eng"
Q444,title=2020
Q445,"author=mcgill,title=mcgill,genre=mcgill"
Q446,"title=Tragedy,year=Tragedy,genre=mcgill"
Q447,title=eng
Q448,"year=2020,title=2020,language=eng"
Q449,"author=eng,title=Tragedy,genre=mcgill,year=eng,language=The Tempest"
Q450,"author=mcgill,title=2020"
Q451,"title=eng,author=2020,genre=eng,year=The Tempest"
Q452,"year=mcgill,language=eng,author=mcgill,title=mcgill,genre=Tragedy"
Q453,"language=mcgill,title=Tragedy"
Q454,"genre=mcgill,year=mcgill,language=mcgill,title=eng"
Q455,author=mcgill
Q456,"language=Tragedy,title=mcgill,author=eng"
Q457,"year=2020,title=mcgill"
Q458,"genre=2020,title=eng,language=eng"
Q459,"language=mcgill,genre=eng"
Q460,"language=2020,title=Tragedy"
Q461,"title=mcgill,year=Tragedy,language=mcgill,genre=2020"
Q462,"year=Tragedy,title=mcgill,language=mcgill,genre=2020,author=2020"
Q463,"language=The Tempest,title=mcgill,author=Tragedy,year=mcgill"
Q464,"author=The Tempest,year=2020,title=Tragedy,genre=2020,language=Tragedy"
Q465,"year=2020,author=mcgill,language=Tragedy"
Q466,"title=mcgill,year=2020,author=Tragedy,genre=The Tempest"
Q467,"genre=mcgill,title=eng,author=2020,year=2020"
Q468,"author=Tragedy,language=mcgill,year=2020,title=mcgill"
Q469,"genre=mcgill,author=2020,year=2020,title=mcgill,language=Tragedy"
Q470,"language=eng,author=The Tempest"
Q471,"genre=Tragedy,language=Tragedy,author=mcgill,year=eng"
Q472,title=mcgill
Q473,"genre=The Tempest,title=The Tempest"
Q474,language=2020
Q475,"title=Tragedy,year=2020,author=2020,genre=mcgill"
Q476,"title=eng,year=mcgill"
Q477,year=2020
Q478,"title=Tragedy,genre=Tragedy"
Q479,"title=mcgill,genre=Tragedy,author=The Tempest,year=eng,language=2020"
Q480,"title=mcgill,genre=eng,year=eng"
Q481,"genre=eng,year=2020,language=mcgill"
Q482,"language=mcgill,year=mcgill,title=The Tempest,genre=eng"
Q483,"language=mcgill,genre=2020,year=2020,title=The Tempest,author=eng"
Q484,"title=mcgill,genre=Tragedy,language=The Tempest"
Q485,"language=mcgill,genre=2020,title=mcgill"
Q486,"title=Tragedy,author=The Tempest,genre=eng"
Q487,"genre=The Tempest,author=eng,title=The Tempest,language=Tragedy"
Q488,year=mcgill
Q489,title=mcgill
Q490,"genre=2020,year=eng,title=mcgill,language=The Tempest,author=eng"
Q491,"title=The Tempest,author=Tragedy"
Q492,"language=2020,genre=Tragedy"
Q493,"language=mcgill,genre=2020"
Q494,language=Tragedy
Q495,"language=Tragedy,author=mcgill,genre=Tragedy"
Q496,"year=The Tempest,author=Tragedy,title=mcgill"
Q497,language=eng
Q498,"year=Tragedy,genre=The Tempest,language=eng,title=Tragedy,author=mcgill"
Q499,"title=Tragedy,genre=eng"
Q500,"year=2020,language=2020"
Q501,"author=The Tempest,title=The Tempest"
Q502,"title=The Tempest,year=mcgill"
Q503,"author=mcgill,year=mcgill,language=eng,genre=mcgill"
Q504,"year=Tragedy,genre=The Tempest,language=The Tempest,author=2020,title=eng"
Q505,"genre=eng,year=The Tempest,title=2020,language=Tragedy"
Q506,"language=Tragedy,title=eng,genre=2020,year=2020,author=mcgill"
Q507,"year=eng,author=eng,genre=2020,language=mcgill,title=The Tempest"
Q508,"year=2020,genre=eng,title=Tragedy"
Q509,author=Tragedy
Q510,"author=The Tempest,language=eng,genre=eng,year=2020"
Q511,"title=2020,genre=The Tempest"
Q512,"genre=Tragedy,language=mcgill,author=Tragedy,title=2020"
Q513,"genre=eng,title=Tragedy,author=2020,language=2020,year=The Tempest"
Q514,"genre=Tragedy,title=The Tempest,year=eng,language=Tragedy,author=Tragedy"
Q515,"title=2020,language=eng,genre=The Tempest"
Q516,"language=mcgill,author=Tragedy"
Q517,title=eng
Q518,"genre=Tragedy,author=mcgill"
Q519,"genre=mcgill,language=eng,author=Tragedy"
Q520,"genre=The Tempest,title=eng,language=mcgill,author=Tragedy,year=Tragedy"
Q521,language=eng
Q522,"year=eng,author=The Tempest"
Q523,title=2020
Q524,"year=The Tempest,author=Tragedy,language=2020,genre=Tragedy"
Q525,genre=Tragedy
Q526,genre=eng
Q527,"language=Tragedy,title=Tragedy,author=2020,genre=mcgill"
Q528,"language=mcgill,year=2020,genre=2020"
Q529,"year=The Tempest,author=2020,genre=2020"
Q530,"author=eng,title=2020,genre=mcgill,language=The Tempest,year=mcgill"
Q531,"language=The Tempest,title=2020,genre=mcgill"
Q532,"genre=mcgill,language=mcgill,title=eng,year=The Tempest"
Q533,"author=mcgill,year=mcgill,genre=2020,title=eng,language=Tragedy"
Q534,genre=The Tempest
Q535,"year=mcgill,language=Tragedy,title=The Tempest,genre=Tragedy"
Q536,"year=eng,genre=mcgill,author=eng,title=mcgill,language=mcgill"
Q537,genre=eng
Q538,"title=The Tempest,language=Tragedy,year=2020"
Q539,"language=The Tempest,title=eng,author=2020,year=2020,genre=2020"
Q540,author=mcgill
Q541,"title=mcgill,author=The Tempest"
Q542,author=mcgill
Q543,"author=mcgill,title=The Tempest,year=Tragedy,language=mcgill,genre=eng"
Q544,"author=eng,title=mcgill"
Q545,"title=mcgill,language=eng,genre=2020,author=eng,year=The Tempest"
Q546,"author=eng,year=mcgill,genre=Tragedy,language=2020"
Q547,year=eng
Q548,"language=The Tempest,title=eng,author=eng,year=mcgill"
Q549,"author=The Tempest,year=mcgill,title=2020,genre=The Tempest,language=The Tempest"
Q550,title=The Tempest
